Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Dispute_Status_for_Publication,Name_of_Associated_Covered_Device_or_Medical_Supply1,Name_of_Associated_Covered_Drug_or_Biological1,Physician_Specialty,status
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Emergency Medicine|Emergency Medical Services,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,DALIRESP,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA,Allopathic & Osteopathic Physicians|Family Medicine|Adult Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,FETZIMA,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Family Medicine|Adult Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Internal Medicine|Sports Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Family Medicine|Adult Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Hospitalist,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Internal Medicine|Addiction Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Emergency Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,DALIRESP,Managed Care Organizations|Health Maintenance Organization,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Managed Care Organizations|Health Maintenance Organization,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Surgery,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Hospitals|General Acute Care Hospital|Critical Access,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Behavioral Health & Social Service Providers|Psychologist,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Surgery,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Behavioral Health & Social Service Providers|Counselor|Mental Health,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Behavioral Health & Social Service Providers|Psychologist|Cognitive & Behavioral,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Vascular Neurology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Internal Medicine|Adolescent Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Internal Medicine|Adolescent Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Surgery|Surgical Critical Care,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Ambulatory Health Care Facilities|Clinic/Center|Prison Health,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Ambulatory Health Care Facilities|Clinic/Center|Prison Health,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,FETZIMA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,FETZIMA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Addiction Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Emergency Medicine|Emergency Medical Services,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,"Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine, Sports Medicine",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,"Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine, Sports Medicine",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Plastic Surgery,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Anesthesiology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Ophthalmology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obstetrics,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Allopathic & Osteopathic Physicians|Internal Medicine|Hypertension Specialist,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Pain Medicine|Interventional Pain Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,FETZIMA,Allopathic & Osteopathic Physicians|Family Medicine|Adolescent Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Family Medicine|Adolescent Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Ambulatory Health Care Facilities|Clinic/Center|Prison Health,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Hospitalist,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Family Medicine|Geriatric Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Allergy & Immunology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Hospitals|General Acute Care Hospital|Critical Access,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Internal Medicine|Addiction Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,DALIRESP,Other Service Providers|Specialist,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,"Other Service Providers|Medical Genetics, Ph.D. Medical Genetics",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Surgery|Trauma Surgery,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,DALIRESP,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Gerontology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,DALIRESP,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Family Medicine|Adolescent Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Allopathic & Osteopathic Physicians|Family Medicine|Geriatric Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Family Medicine|Addiction Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Emergency Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA,Other Service Providers|Legal Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,"Emergency Medical Service Providers|Emergency Medical Technician, Basic",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Allopathic & Osteopathic Physicians|Family Medicine|Adult Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Behavioral Health & Social Service Providers|Psychologist,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,FETZIIMA,Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA,Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychosomatic Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Other Service Providers|Acupuncturist,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Podiatric Medicine & Surgery Service Providers|Podiatrist,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Dermatology|Procedural Dermatology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Preventive Medicine|Occupational Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",disallowed
"FOREST PHARMACEUTICALS, INC.",Yes,,LINZESS,Other Service Providers|Specialist,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot Surgery,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,"Other Service Providers|Medical Genetics, Ph.D. Medical Genetics",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,FETZIIMA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Urology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Allergy & Immunology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Allergy & Immunology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,"Other Service Providers|Medical Genetics, Ph.D. Medical Genetics",disallowed
"FOREST PHARMACEUTICALS, INC.",Yes,,TUDORZA,Allopathic & Osteopathic Physicians|Family Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Internal Medicine|Addiction Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Other Service Providers|Contractor,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Addiction Psychiatry,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Internal Medicine|Adolescent Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Internal Medicine|Adolescent Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Radiology|Body Imaging,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,FETZIIMA,Allopathic & Osteopathic Physicians|General Practice,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,FETZIMA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Pain Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Pain Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,"Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine, Sports Medicine",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Family Medicine|Adult Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,,Allopathic & Osteopathic Physicians|Internal Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Surgery,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Emergency Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Women's Health,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,DALIRESP,Allopathic & Osteopathic Physicians|Internal Medicine|Adolescent Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Surgery|Surgery of the Hand,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,FETZIIMA,Other Service Providers|Legal Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,DALIRESP,Allopathic & Osteopathic Physicians|Family Medicine|Adult Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Emergency Medicine|Undersea and Hyperbaric Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,Allopathic & Osteopathic Physicians|Otolaryngology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,BYSTOLIC,Allopathic & Osteopathic Physicians|Pediatrics,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Neuroimaging,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TEFLARO,Allopathic & Osteopathic Physicians|Dermatology,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Behavioral Health & Social Service Providers|Counselor,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,LINZESS,"Student, Health Care|Student in an Organized Health Care Education/Training Program",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,DALIRESP,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,NAMENDA XR,Allopathic & Osteopathic Physicians|Internal Medicine|Sleep Medicine,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,VIIBRYD,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Registered|Pulmonary Diagnostics",disallowed
"FOREST PHARMACEUTICALS, INC.",No,,TUDORZA,"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified",disallowed
