age,height,body_type,drinks,drugs,education,ethnicity,location,orientation,sex,sign,smokes,status,class,
32,67,skinny,socially,never,working on law school,white,"oakland, california",straight,f,taurus and it&rsquo,s fun to think about,no,single,non_stem
36,73,average,socially,sometimes,graduated from college/university,white,"san francisco, california",straight,m,taurus but it doesn&rsquo,t matter,when drinking,single,non_stem
50,67,overweight,socially,never,graduated from college/university,black,"san francisco, california",straight,f,leo and it&rsquo,s fun to think about,no,single,non_stem
42,63,full figured,socially,sometimes,graduated from two-year college,white,"san leandro, california",bisexual,f,aquarius and it&rsquo,s fun to think about,yes,available,non_stem
28,68,fit,socially,never,graduated from college/university,"hispanic / latin, white","san francisco, california",straight,f,leo and it&rsquo,s fun to think about,no,single,non_stem
27,67,average,socially,never,working on two-year college,white,"vallejo, california",straight,m,scorpio and it matters a lot,no,single,non_stem,
49,72,average,often,never,graduated from college/university,white,"lafayette, california",straight,m,cancer,no,single,non_stem,
24,72,fit,socially,never,graduated from college/university,asian,"san francisco, california",straight,m,virgo but it doesn&rsquo,t matter,when drinking,single,non_stem
28,64,average,socially,never,graduated from college/university,"asian, white","oakland, california",straight,f,scorpio and it&rsquo,s fun to think about,no,single,non_stem
38,71,skinny,socially,never,graduated from college/university,white,"san francisco, california",straight,m,pisces but it doesn&rsquo,t matter,no,single,non_stem
30,64,average,socially,never,graduated from college/university,white,"palo alto, california",straight,f,aries but it doesn&rsquo,t matter,no,single,non_stem
30,67,athletic,socially,never,graduated from college/university,asian,"emeryville, california",straight,m,gemini but it doesn&rsquo,t matter,no,single,non_stem
21,63,full figured,socially,never,working on college/university,white,"san carlos, california",straight,f,scorpio and it&rsquo,s fun to think about,no,single,non_stem
58,71,average,socially,never,graduated from college/university,white,"san francisco, california",straight,m,cancer but it doesn&rsquo,t matter,no,single,non_stem
27,66,athletic,socially,never,college/university,pacific islander,"san francisco, california",straight,m,cancer,no,single,non_stem,
36,67,thin,socially,never,graduated from college/university,white,"san francisco, california",straight,f,pisces,no,single,non_stem,
23,69,thin,socially,sometimes,graduated from college/university,white,"oakland, california",straight,f,cancer and it&rsquo,s fun to think about,no,single,non_stem
30,67,average,socially,never,working on college/university,black,"richmond, california",straight,m,aries but it doesn&rsquo,t matter,no,single,non_stem
30,62,fit,socially,never,dropped out of space camp,white,"san francisco, california",straight,f,sagittarius and it&rsquo,s fun to think about,no,single,non_stem
36,68,average,socially,never,graduated from masters program,white,"san francisco, california",straight,f,aries but it doesn&rsquo,t matter,no,single,non_stem
25,68,athletic,socially,never,graduated from two-year college,white,"hayward, california",straight,m,sagittarius but it doesn&rsquo,t matter,sometimes,single,non_stem
47,65,athletic,socially,never,graduated from masters program,white,"berkeley, california",straight,f,libra,no,single,non_stem,
20,70,athletic,rarely,never,working on college/university,hispanic / latin,"san leandro, california",straight,m,cancer and it&rsquo,s fun to think about,no,single,non_stem
22,67,athletic,socially,sometimes,working on masters program,"black, native american, white","san francisco, california",bisexual,m,taurus and it&rsquo,s fun to think about,when drinking,single,non_stem
28,72,fit,socially,never,graduated from law school,other,"san francisco, california",straight,m,pisces and it&rsquo,s fun to think about,no,single,non_stem
35,67,athletic,socially,never,graduated from college/university,other,"san francisco, california",straight,m,gemini and it&rsquo,s fun to think about,no,single,non_stem
61,67,athletic,socially,never,graduated from college/university,white,"redwood city, california",straight,f,gemini and it&rsquo,s fun to think about,no,single,non_stem
58,72,average,socially,never,graduated from college/university,white,"daly city, california",straight,m,capricorn and it&rsquo,s fun to think about,no,single,non_stem
27,68,fit,rarely,never,graduated from college/university,black,"emeryville, california",straight,f,gemini and it&rsquo,s fun to think about,no,single,non_stem
51,66,average,rarely,sometimes,graduated from two-year college,"hispanic / latin, white","hayward, california",straight,m,aries and it&rsquo,s fun to think about,yes,single,non_stem
31,71,curvy,socially,sometimes,graduated from college/university,white,"san francisco, california",straight,f,libra and it&rsquo,s fun to think about,no,single,non_stem
68,71,fit,socially,never,graduated from college/university,white,"san carlos, california",straight,m,taurus but it doesn&rsquo,t matter,no,single,non_stem
24,65,curvy,socially,never,graduated from two-year college,"pacific islander, hispanic / latin","san francisco, california",straight,f,taurus and it&rsquo,s fun to think about,no,single,non_stem
25,66,athletic,socially,never,college/university,"black, other","san francisco, california",straight,f,sagittarius and it&rsquo,s fun to think about,no,single,non_stem
26,75,athletic,socially,sometimes,graduated from masters program,white,"san francisco, california",straight,m,taurus and it&rsquo,s fun to think about,sometimes,single,non_stem
44,65,curvy,often,never,graduated from college/university,white,"richmond, california",straight,f,sagittarius but it doesn&rsquo,t matter,no,single,non_stem
28,66,full figured,socially,never,working on college/university,black,"san francisco, california",straight,f,leo and it&rsquo,s fun to think about,no,single,non_stem
28,63,average,socially,never,graduated from college/university,white,"san leandro, california",gay,m,sagittarius and it&rsquo,s fun to think about,no,single,non_stem
24,69,athletic,socially,never,graduated from college/university,white,"atherton, california",straight,m,virgo but it doesn&rsquo,t matter,no,single,non_stem
37,63,average,socially,never,graduated from masters program,asian,"oakland, california",straight,f,virgo and it&rsquo,s fun to think about,no,single,non_stem
30,64,fit,rarely,never,graduated from college/university,"asian, white","san rafael, california",bisexual,f,capricorn,no,single,non_stem,
29,64,fit,socially,never,graduated from law school,asian,"san francisco, california",straight,f,aries but it doesn&rsquo,t matter,no,single,non_stem
44,67,average,socially,never,graduated from college/university,white,"berkeley, california",straight,f,capricorn and it&rsquo,s fun to think about,no,single,non_stem
44,72,average,rarely,never,graduated from college/university,white,"mountain view, california",straight,m,cancer but it doesn&rsquo,t matter,no,single,non_stem
32,68,thin,rarely,never,graduated from masters program,white,"novato, california",straight,f,leo,no,single,non_stem,
56,67,a little extra,socially,sometimes,graduated from masters program,white,"oakland, california",straight,f,pisces but it doesn&rsquo,t matter,no,available,non_stem
30,70,athletic,socially,never,graduated from masters program,white,"san francisco, california",straight,m,sagittarius,no,single,non_stem,
26,60,average,rarely,never,graduated from college/university,asian,"albany, california",straight,f,sagittarius but it doesn&rsquo,t matter,no,single,non_stem
27,65,average,often,sometimes,graduated from college/university,"hispanic / latin, white","san francisco, california",gay,f,sagittarius and it&rsquo,s fun to think about,no,available,non_stem
32,66,average,socially,never,graduated from masters program,white,"san mateo, california",gay,m,scorpio but it doesn&rsquo,t matter,no,seeing someone,non_stem
56,66,athletic,rarely,never,graduated from med school,white,"san francisco, california",gay,m,taurus but it doesn&rsquo,t matter,no,single,non_stem
24,63,thin,socially,never,graduated from college/university,asian,"san francisco, california",straight,f,libra and it&rsquo,s fun to think about,no,single,non_stem
49,68,a little extra,socially,never,graduated from masters program,white,"san francisco, california",gay,f,sagittarius and it&rsquo,s fun to think about,no,single,non_stem
33,71,athletic,socially,never,graduated from space camp,white,"san francisco, california",gay,m,cancer and it&rsquo,s fun to think about,no,single,non_stem
26,70,athletic,socially,never,graduated from masters program,black,"albany, california",straight,m,pisces but it doesn&rsquo,t matter,no,single,non_stem
55,65,average,socially,never,graduated from masters program,white,"berkeley, california",straight,f,aries,no,single,non_stem,
25,71,fit,socially,never,working on law school,asian,"berkeley, california",straight,m,aries and it&rsquo,s fun to think about,no,single,non_stem
26,69,fit,socially,never,graduated from college/university,white,"half moon bay, california",straight,m,virgo and it&rsquo,s fun to think about,sometimes,single,non_stem
